Secció censal/Sección censal/Census section,Districte/Distrito/District,Municipi/Municipio/Municipality,Data/Fecha/Date,Ús/Uso/Use,Nombre de comptadors/Número de contadores/Number of meters,Consum acumulat (L/dia)/Consumo acumulado (L/día)/Accumulated consumption (L/day)
0810104012,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,456,8402
0810104012,04,L'HOSPITALET LLOBR.,2023-01-22,Industrial/Industrial/Industrial,1,99
0810104012,04,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,40,3777
0810104012,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,456,8124
0810104012,04,L'HOSPITALET LLOBR.,2023-01-23,Industrial/Industrial/Industrial,1,282
0810104012,04,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,40,2854
0810104012,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,456,7124
0810104012,04,L'HOSPITALET LLOBR.,2023-01-24,Industrial/Industrial/Industrial,1,157
0810104012,04,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,40,3784
0810104012,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,456,7066
0810104012,04,L'HOSPITALET LLOBR.,2023-01-25,Industrial/Industrial/Industrial,1,57
0810104012,04,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,40,4076
0810104012,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,456,7066
0810104012,04,L'HOSPITALET LLOBR.,2023-01-26,Industrial/Industrial/Industrial,1,59
0810104012,04,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,40,4201
0810104012,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,456,6905
0810104012,04,L'HOSPITALET LLOBR.,2023-01-27,Industrial/Industrial/Industrial,1,150
0810104012,04,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,40,6260
0810104012,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,456,8360
0810104012,04,L'HOSPITALET LLOBR.,2023-01-28,Industrial/Industrial/Industrial,1,103
0810104012,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,40,6337
0810104012,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,456,7468
0810104012,04,L'HOSPITALET LLOBR.,2023-01-29,Industrial/Industrial/Industrial,1,115
0810104012,04,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,40,2866
0810104012,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,456,6739
0810104012,04,L'HOSPITALET LLOBR.,2023-01-30,Industrial/Industrial/Industrial,1,153
0810104012,04,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,40,2816
0810104012,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,456,7106
0810104012,04,L'HOSPITALET LLOBR.,2023-01-31,Industrial/Industrial/Industrial,1,117
0810104014,04,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,31,4374
0810104014,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,612,13182
0810104014,04,L'HOSPITALET LLOBR.,2023-01-01,Industrial/Industrial/Industrial,1,0
0810104014,04,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,31,5947
0810104014,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,612,11902
0810104014,04,L'HOSPITALET LLOBR.,2023-01-02,Industrial/Industrial/Industrial,1,0
0810104014,04,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,31,5792
0810104014,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,612,12550
0810104014,04,L'HOSPITALET LLOBR.,2023-01-03,Industrial/Industrial/Industrial,1,215
0810104014,04,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,31,6573
0810104014,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,614,12512
0810104014,04,L'HOSPITALET LLOBR.,2023-01-04,Industrial/Industrial/Industrial,1,262
0810104014,04,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,31,6339
0810104014,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,614,12176
0810104014,04,L'HOSPITALET LLOBR.,2023-01-05,Industrial/Industrial/Industrial,1,279
0810104014,04,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,31,4385
0810104014,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,614,13497
0810104014,04,L'HOSPITALET LLOBR.,2023-01-06,Industrial/Industrial/Industrial,1,0
0810104014,04,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,31,5241
0810104014,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,614,13197
0810104014,04,L'HOSPITALET LLOBR.,2023-01-07,Industrial/Industrial/Industrial,1,40
0810104014,04,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,31,5317
0810104014,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,614,13257
0810104014,04,L'HOSPITALET LLOBR.,2023-01-08,Industrial/Industrial/Industrial,1,0
0810104014,04,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,31,5990
0810104014,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,614,13017
0810104014,04,L'HOSPITALET LLOBR.,2023-01-09,Industrial/Industrial/Industrial,1,0
0810104014,04,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,31,5469
0810104014,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,614,12501
0810104014,04,L'HOSPITALET LLOBR.,2023-01-10,Industrial/Industrial/Industrial,1,291
0810104014,04,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,31,5861
0810104014,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,614,12130
0810104014,04,L'HOSPITALET LLOBR.,2023-01-11,Industrial/Industrial/Industrial,1,138
0810104014,04,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,31,6347
0810104014,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,614,12058
0810104014,04,L'HOSPITALET LLOBR.,2023-01-12,Industrial/Industrial/Industrial,1,118
0810104014,04,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,31,5999
0810104014,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,614,12286
0810104014,04,L'HOSPITALET LLOBR.,2023-01-13,Industrial/Industrial/Industrial,1,307
0810104014,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,31,4122
0810104014,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,614,13896
0810104014,04,L'HOSPITALET LLOBR.,2023-01-14,Industrial/Industrial/Industrial,1,158
0810104014,04,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,31,4501
0810104014,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,614,13876
0810104014,04,L'HOSPITALET LLOBR.,2023-01-15,Industrial/Industrial/Industrial,1,0
0810104014,04,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,31,5765
0810104014,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,614,12756
0810104014,04,L'HOSPITALET LLOBR.,2023-01-16,Industrial/Industrial/Industrial,1,8
0810104014,04,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,31,6085
0810104014,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,614,12463
0810104014,04,L'HOSPITALET LLOBR.,2023-01-17,Industrial/Industrial/Industrial,1,227
0810104014,04,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,31,5661
0810104014,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,614,12134
0810104014,04,L'HOSPITALET LLOBR.,2023-01-18,Industrial/Industrial/Industrial,1,190
0810104014,04,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,31,5909
0810104014,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,615,12198
0810104014,04,L'HOSPITALET LLOBR.,2023-01-19,Industrial/Industrial/Industrial,1,231
0810104014,04,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,31,5925
0810104014,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,615,12031
0810104014,04,L'HOSPITALET LLOBR.,2023-01-20,Industrial/Industrial/Industrial,1,271
0810104014,04,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,31,4753
0810104014,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,617,13597
0810104014,04,L'HOSPITALET LLOBR.,2023-01-21,Industrial/Industrial/Industrial,1,144
0810104014,04,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,31,5441
0810104014,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,617,14101
0810104014,04,L'HOSPITALET LLOBR.,2023-01-22,Industrial/Industrial/Industrial,1,0
0810104014,04,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,31,5683
0810104014,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,617,12572
0810104014,04,L'HOSPITALET LLOBR.,2023-01-23,Industrial/Industrial/Industrial,1,8
0810104014,04,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,31,5899
0810104014,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,617,12215
0810104014,04,L'HOSPITALET LLOBR.,2023-01-24,Industrial/Industrial/Industrial,1,275
0810104014,04,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,31,6869
0810104014,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,625,12568
0810104014,04,L'HOSPITALET LLOBR.,2023-01-25,Industrial/Industrial/Industrial,1,281
0810104014,04,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,31,5911
0810104014,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,625,12607
0810104014,04,L'HOSPITALET LLOBR.,2023-01-26,Industrial/Industrial/Industrial,1,238
0810104014,04,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,31,6316
0810104014,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,625,12011
0810104014,04,L'HOSPITALET LLOBR.,2023-01-27,Industrial/Industrial/Industrial,1,421
0810104014,04,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,31,3939
0810104014,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,625,13943
0810104014,04,L'HOSPITALET LLOBR.,2023-01-28,Industrial/Industrial/Industrial,1,473
0810104014,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,31,4445
0810104014,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,625,14170
0810104014,04,L'HOSPITALET LLOBR.,2023-01-29,Industrial/Industrial/Industrial,1,0
0810104014,04,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,31,5583
0810104014,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,625,12729
0810104014,04,L'HOSPITALET LLOBR.,2023-01-30,Industrial/Industrial/Industrial,1,0
0810104014,04,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,31,5459
0810104014,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,625,12397
0810104014,04,L'HOSPITALET LLOBR.,2023-01-31,Industrial/Industrial/Industrial,1,143
0810104016,04,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,34,2491
0810104016,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,453,7775
0810104016,04,L'HOSPITALET LLOBR.,2023-01-01,Industrial/Industrial/Industrial,1,80
0810104016,04,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,34,3029
0810104016,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,453,8045
0810104016,04,L'HOSPITALET LLOBR.,2023-01-02,Industrial/Industrial/Industrial,1,1289
0810104016,04,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,34,2731
0810104016,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,453,7703
0810104016,04,L'HOSPITALET LLOBR.,2023-01-03,Industrial/Industrial/Industrial,1,1353
0810104016,04,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,34,2991
0810104016,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,453,7990
0810104016,04,L'HOSPITALET LLOBR.,2023-01-04,Industrial/Industrial/Industrial,1,1400
0810104016,04,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,33,3196
0810104016,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,453,7783
0810104016,04,L'HOSPITALET LLOBR.,2023-01-05,Industrial/Industrial/Industrial,1,1348
0810104016,04,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,33,2971
0810104016,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,454,8887
0810104016,04,L'HOSPITALET LLOBR.,2023-01-06,Industrial/Industrial/Industrial,1,72
0810104016,04,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,33,2879
0810104016,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,454,8058
0810104016,04,L'HOSPITALET LLOBR.,2023-01-07,Industrial/Industrial/Industrial,1,68
0810104016,04,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,33,2950
0810104016,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,454,8922
0810104016,04,L'HOSPITALET LLOBR.,2023-01-08,Industrial/Industrial/Industrial,1,66
0810104016,04,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,33,2439
0810104016,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,454,8003
0810104016,04,L'HOSPITALET LLOBR.,2023-01-09,Industrial/Industrial/Industrial,1,1464
0810104016,04,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,33,3134
0810104016,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,454,7581
0810104016,04,L'HOSPITALET LLOBR.,2023-01-10,Industrial/Industrial/Industrial,1,1580
0810104016,04,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,33,2917
0810104016,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,454,7774
0810104016,04,L'HOSPITALET LLOBR.,2023-01-11,Industrial/Industrial/Industrial,1,1340
0810104016,04,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,33,2805
0810104016,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,454,8054
0810104016,04,L'HOSPITALET LLOBR.,2023-01-12,Industrial/Industrial/Industrial,1,1840
0810104016,04,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,33,2897
0810104016,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,454,7531
0810104016,04,L'HOSPITALET LLOBR.,2023-01-13,Industrial/Industrial/Industrial,1,1240
0810104016,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,33,3370
0810104016,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,454,8778
0810104016,04,L'HOSPITALET LLOBR.,2023-01-14,Industrial/Industrial/Industrial,1,50
0810104016,04,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,33,2914
0810104016,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,454,8551
0810104016,04,L'HOSPITALET LLOBR.,2023-01-15,Industrial/Industrial/Industrial,1,50
0810104016,04,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,33,2459
0810104016,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,454,7948
0810104016,04,L'HOSPITALET LLOBR.,2023-01-16,Industrial/Industrial/Industrial,1,1420
0810104016,04,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,33,3084
0810104016,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,454,8253
0810104016,04,L'HOSPITALET LLOBR.,2023-01-17,Industrial/Industrial/Industrial,1,1368
0810104016,04,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,33,2980
0810104016,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,454,8360
0810104016,04,L'HOSPITALET LLOBR.,2023-01-18,Industrial/Industrial/Industrial,1,1422
0810104016,04,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,33,3085
0810104016,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,454,8049
0810104016,04,L'HOSPITALET LLOBR.,2023-01-19,Industrial/Industrial/Industrial,1,1295
0810104016,04,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,33,3311
0810104016,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,454,7764
0810104016,04,L'HOSPITALET LLOBR.,2023-01-20,Industrial/Industrial/Industrial,1,1395
0810104016,04,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,33,3292
0810104016,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,454,7951
0810104016,04,L'HOSPITALET LLOBR.,2023-01-21,Industrial/Industrial/Industrial,1,38
0810104016,04,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,33,2934
0810104016,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,454,8780
0810104016,04,L'HOSPITALET LLOBR.,2023-01-22,Industrial/Industrial/Industrial,1,52
0810104016,04,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,33,2617
0810104016,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,454,8408
0810104016,04,L'HOSPITALET LLOBR.,2023-01-23,Industrial/Industrial/Industrial,1,1405
0810104016,04,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,33,2781
0810104016,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,454,7825
0810104016,04,L'HOSPITALET LLOBR.,2023-01-24,Industrial/Industrial/Industrial,1,1235
0810104016,04,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,33,3139
0810104016,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,454,8008
0810104016,04,L'HOSPITALET LLOBR.,2023-01-25,Industrial/Industrial/Industrial,1,1330
0810104016,04,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,33,3283
0810104016,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,454,8156
0810104016,04,L'HOSPITALET LLOBR.,2023-01-26,Industrial/Industrial/Industrial,1,1350
0810104016,04,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,33,3360
0810104016,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,454,8584
0810104016,04,L'HOSPITALET LLOBR.,2023-01-27,Industrial/Industrial/Industrial,1,1782
0810104016,04,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,33,3178
0810104016,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,454,8229
0810104016,04,L'HOSPITALET LLOBR.,2023-01-28,Industrial/Industrial/Industrial,1,48
0810104016,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,33,2879
0810104016,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,454,8685
0810104016,04,L'HOSPITALET LLOBR.,2023-01-29,Industrial/Industrial/Industrial,1,20
0810104016,04,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,33,2918
0810104016,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,454,7977
0810104016,04,L'HOSPITALET LLOBR.,2023-01-30,Industrial/Industrial/Industrial,1,1130
0810104016,04,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,33,2784
0810104016,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,454,8131
0810104016,04,L'HOSPITALET LLOBR.,2023-01-31,Industrial/Industrial/Industrial,1,1200
0810104018,04,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,37,4551
0810104018,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,472,15993
0810104018,04,L'HOSPITALET LLOBR.,2023-01-01,Industrial/Industrial/Industrial,1,67
0810104018,04,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,37,6858
0810104018,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,472,15675
0810104018,04,L'HOSPITALET LLOBR.,2023-01-02,Industrial/Industrial/Industrial,1,987
0810104018,04,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,37,7650
0810104018,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,472,15712
0810104018,04,L'HOSPITALET LLOBR.,2023-01-03,Industrial/Industrial/Industrial,1,973
0810104018,04,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,37,6479
0810104018,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,472,16014
0810104018,04,L'HOSPITALET LLOBR.,2023-01-04,Industrial/Industrial/Industrial,1,1167
0810104018,04,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,37,7449
0810104018,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,472,14921
0810104018,04,L'HOSPITALET LLOBR.,2023-01-05,Industrial/Industrial/Industrial,1,659
0810104018,04,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,37,8902
0810104018,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,472,16875
0810104018,04,L'HOSPITALET LLOBR.,2023-01-06,Industrial/Industrial/Industrial,1,577
0810104018,04,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,37,7983
0810104018,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,472,14925
0810104018,04,L'HOSPITALET LLOBR.,2023-01-07,Industrial/Industrial/Industrial,1,434
0810104018,04,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,37,7968
0810104018,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,472,16174
0810104018,04,L'HOSPITALET LLOBR.,2023-01-08,Industrial/Industrial/Industrial,1,537
0810104018,04,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,37,6665
0810104018,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,472,15465
0810104018,04,L'HOSPITALET LLOBR.,2023-01-09,Industrial/Industrial/Industrial,1,1090
0810104018,04,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,37,7406
0810104018,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,472,14962
0810104018,04,L'HOSPITALET LLOBR.,2023-01-10,Industrial/Industrial/Industrial,1,1023
0810104018,04,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,37,7615
0810104018,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,472,15882
0810104018,04,L'HOSPITALET LLOBR.,2023-01-11,Industrial/Industrial/Industrial,1,1213
0810104018,04,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,37,7675
0810104018,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,472,14832
0810104018,04,L'HOSPITALET LLOBR.,2023-01-12,Industrial/Industrial/Industrial,1,809
0810104018,04,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,37,7846
0810104018,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,472,15044
0810104018,04,L'HOSPITALET LLOBR.,2023-01-13,Industrial/Industrial/Industrial,1,1478
0810104018,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,37,8460
